task,feature_set,method,silhouette_mean,silhouette_std,davies_bouldin_mean,davies_bouldin_std,calinski_harabasz_mean,calinski_harabasz_std,centroid_ratio_mean,centroid_ratio_std,mean_centroid_distance_mean,mean_centroid_distance_std,mean_within_scatter_mean,mean_within_scatter_std,nearest_centroid_balanced_accuracy_mean,nearest_centroid_balanced_accuracy_std,nearest_centroid_macro_f1_mean,nearest_centroid_macro_f1_std,binary_auc_mean,binary_auc_std,auc_ovr_3class_mean,auc_ovr_3class_std,selected_features_mean,selected_features_std
binary_acl_vs_ha,fusion_all_common,nca,0.5215781326193503,0.1809358912183386,0.7493119445737104,0.37573289388104636,23.56799065644655,14.863150318231062,3.359320548751036,1.2605304685517758,19.62804380832634,7.417060902432691,5.857449695686968,0.8926138287633049,0.8316666666666667,0.14147045235274003,0.8381485664094359,0.14792065257854953,0.9723636363636364,0.04156842412574138,,,160.0,0.0
binary_acl_vs_ha,pca_raw_subject,nca,0.5148660801029974,0.1600600158780116,0.7527413429983811,0.324874828294914,20.331377371703788,10.372767742438118,3.2218814611228526,1.0407066618536804,21.288375110978738,8.161495676279362,6.667416151550222,1.690112431509781,0.8233333333333335,0.13312483698477243,0.8258297258297258,0.1404425293795282,0.9883636363636364,0.010648400337706358,,,160.0,0.0
binary_acl_vs_ha,fusion_scalar_raw,nca,0.5115043898869441,0.1725510166858923,0.7663180893594165,0.36385622649680316,21.87712186692686,13.940804218653065,3.25484890499789,1.2076712563815486,20.30114863528697,8.292995765607538,6.201193793728967,1.1667294574112532,0.8433333333333334,0.1534781924429512,0.8417027417027416,0.15730854435793612,0.9723636363636364,0.04156842412574138,,,160.0,0.0
binary_acl_vs_ha,fusion_scalar_cycle,rf_proba,0.22056585641585968,0.256683234304261,1.4983281178082393,0.9875079782333058,7.469550272491523,6.815717787273269,1.8705452360888368,1.1596793673722996,0.3378559484249263,0.16666982720434492,0.1859182356517553,0.04008630690767979,0.74,0.11864395850142934,0.7315976304397357,0.122594130970698,0.7473333333333334,0.13386145408178143,,,160.0,0.0
binary_acl_vs_ha,pca_slim_subject,rf_proba,0.2090237905527678,0.15530168557000246,1.2462974695792668,0.24529916076723118,5.756331643206256,2.4227053083853507,1.7078194053676305,0.4430368657944605,0.21228676554527098,0.03787318721003789,0.1270620082868988,0.014155875616411621,0.6966666666666667,0.07397447007057381,0.706052281052281,0.09096370927472001,0.8113333333333334,0.0728621224566571,,,160.0,0.0
binary_acl_vs_ha,scalar_pivot,nca,0.16439655090483601,0.18884884143383132,2.6741710279683484,3.3521726099311566,5.967958668985823,4.656834560285868,1.4203345172492712,0.8176681056356443,5.890369507472841,2.2742903886384407,5.923472055324917,4.326380889558741,0.8233333333333335,0.11583033569262699,0.799130693867536,0.12158656735294265,0.898,0.07309050705955068,,,160.0,0.0
binary_acl_vs_ha,fusion_all_common,lda,0.15831034359923252,0.14518969761151462,2.0254744190791123,1.9645083955438967,4.791469597904101,3.8320950658563397,1.5402243196933887,0.8363421483817045,15.08038452585048,5.979965843982413,11.628572579398616,4.38388284434421,0.7051515151515152,0.15429495444123859,0.7009782030834663,0.15438305111426748,0.8007878787878788,0.13066872573854116,,,160.0,0.0
binary_acl_vs_ha,scalar_pivot,plsda,0.15469346341608733,0.13261696386107505,1.5327871841650087,0.7040200536220709,5.642302396042987,3.916825585411883,1.4383332688036696,0.5763219982144697,5.297641300637922,1.3962364847057518,4.437059814797049,2.9699602499878184,0.8016666666666667,0.09361564446655746,0.7720335021613793,0.09113787935819448,0.842,0.09549869109050667,,,160.0,0.0
binary_acl_vs_ha,fusion_scalar_cycle,lda,0.1525881920114604,0.21091449735040907,4.894331429024641,7.362595381180351,6.039165474268181,9.266541424443151,1.4648597563078607,1.4026134970072948,4.729150171699859,3.8205408002838097,3.3931279694013967,0.6528805631003147,0.6849999999999999,0.1974138349311472,0.651828591085557,0.221918060361155,0.7433333333333334,0.18010799229598023,,,160.0,0.0
binary_acl_vs_ha,pca_slim_subject,plsda,0.15112478869290838,0.14070278766039834,1.2770378404657696,0.32515282029359527,5.653707600953704,3.257238477425113,1.5419498891265842,0.43612473118583817,3.6266361388638915,0.6290152439731462,2.5217949530393087,0.9821513129861693,0.755,0.05257270098529171,0.7187130967774392,0.08380452957913842,0.8653333333333334,0.04658325879540847,,,160.0,0.0
