task,feature_set,method,fold,group_a,group_b,centroid_distance,within_scatter,distance_within_ratio
multiclass_3group,pca_raw_subject,pca,2,ACLD,ACLR,3.1015368868107136,3.482680825086575,0.8905601869886005
multiclass_3group,pca_raw_subject,pca,2,ACLD,HA,15.722985005204226,6.575353921940257,2.3911998033658213
multiclass_3group,pca_raw_subject,pca,2,ACLR,HA,16.874263134780303,6.812179768198296,2.477072494997186
multiclass_3group,pca_raw_subject,pca,3,ACLD,ACLR,3.084543746496085,3.2666940822504036,0.9442401611023103
multiclass_3group,pca_raw_subject,pca,3,ACLD,HA,13.367856327606772,6.081439328949186,2.1981402106525016
multiclass_3group,pca_raw_subject,pca,3,ACLR,HA,12.252211031139826,6.759842885342199,1.8124993788993353
multiclass_3group,pca_raw_subject,pca,4,ACLD,ACLR,4.630140643688685,4.495848733925821,1.0298702019819959
multiclass_3group,pca_raw_subject,pca,4,ACLD,HA,15.500572527470911,6.793186463499576,2.2817822844635476
multiclass_3group,pca_raw_subject,pca,4,ACLR,HA,13.488312933232633,7.296616756648971,1.8485708353726455
multiclass_3group,pca_raw_subject,pca,5,ACLD,ACLR,2.415297052549015,4.959701049883491,0.4869844025388896
multiclass_3group,pca_raw_subject,pca,5,ACLD,HA,19.27579589255704,6.228606430734409,3.0947204815257927
multiclass_3group,pca_raw_subject,pca,5,ACLR,HA,19.838155038613852,7.004269576060442,2.832294620186769
multiclass_3group,pca_raw_subject,lda,1,ACLD,ACLR,282750124271982.1,258515903640706.8,1.0937436354591041
multiclass_3group,pca_raw_subject,lda,1,ACLD,HA,282750124271938.0,258515903640710.8,1.0937436354589165
multiclass_3group,pca_raw_subject,lda,1,ACLR,HA,45.12644641776084,28.00341555076153,1.6114622280971602
multiclass_3group,pca_raw_subject,lda,2,ACLD,ACLR,8.974107182698656,40.809848621007454,0.21990052612150848
multiclass_3group,pca_raw_subject,lda,2,ACLD,HA,7.352441672517831,37.744976043425794,0.19479259078238143
multiclass_3group,pca_raw_subject,lda,2,ACLR,HA,5.746841974211923,49.687785644134806,0.11565904778633028
multiclass_3group,pca_raw_subject,lda,3,ACLD,ACLR,16.91891179091469,56.80901720446836,0.2978208851953862
multiclass_3group,pca_raw_subject,lda,3,ACLD,HA,6.450853767963247,40.89670117372329,0.15773530829689542
multiclass_3group,pca_raw_subject,lda,3,ACLR,HA,23.26958955052013,53.66842581832123,0.43358062390897256
multiclass_3group,pca_raw_subject,lda,4,ACLD,ACLR,9.051890033451494,14.282843876167584,0.6337596428226396
multiclass_3group,pca_raw_subject,lda,4,ACLD,HA,13.439546281043173,18.54019937034382,0.7248868263272588
multiclass_3group,pca_raw_subject,lda,4,ACLR,HA,5.088326158613146,15.75558398620879,0.32295382786617555
multiclass_3group,pca_raw_subject,lda,5,ACLD,ACLR,2.5329392826278063,14.378216844926973,0.17616504952917694
multiclass_3group,pca_raw_subject,lda,5,ACLD,HA,30.310734660360662,14.272106678752843,2.1237743903277315
multiclass_3group,pca_raw_subject,lda,5,ACLR,HA,29.303984407702885,16.521444194957986,1.7736938769944743
multiclass_3group,pca_raw_subject,plsda,1,ACLD,ACLR,919829335504.2067,840991714772.245,1.093743635456994
multiclass_3group,pca_raw_subject,plsda,1,ACLD,HA,919829335483.3785,840991714772.3944,1.0937436354320336
multiclass_3group,pca_raw_subject,plsda,1,ACLR,HA,20.831131288017918,2.452084990779425,8.495272947858341
multiclass_3group,pca_raw_subject,plsda,2,ACLD,ACLR,3.609839278273234,3.5959963179740124,1.0038495479625575
multiclass_3group,pca_raw_subject,plsda,2,ACLD,HA,15.462968758815578,5.5199057284007536,2.801310297611833
multiclass_3group,pca_raw_subject,plsda,2,ACLR,HA,16.773677596095887,6.83576045339465,2.4538129605998775
multiclass_3group,pca_raw_subject,plsda,3,ACLD,ACLR,2.1149622569808155,2.4993650338075466,0.8461998261049809
multiclass_3group,pca_raw_subject,plsda,3,ACLD,HA,13.192817553143875,5.805301631046766,2.27254643972135
multiclass_3group,pca_raw_subject,plsda,3,ACLR,HA,11.806177154558709,6.080592623634371,1.9416162017941856
multiclass_3group,pca_raw_subject,plsda,4,ACLD,ACLR,3.3726349207240705,3.714984040994082,0.9078464088964421
multiclass_3group,pca_raw_subject,plsda,4,ACLD,HA,15.350722514983996,5.984845622619065,2.5649320772732436
multiclass_3group,pca_raw_subject,plsda,4,ACLR,HA,13.139257390522708,6.879927393636524,1.909795938061156
multiclass_3group,pca_raw_subject,plsda,5,ACLD,ACLR,1.8621265288799724,4.765126504119058,0.39078218118035646
multiclass_3group,pca_raw_subject,plsda,5,ACLD,HA,19.28986060252753,6.015724612793288,3.206573080407457
multiclass_3group,pca_raw_subject,plsda,5,ACLR,HA,19.660431910748887,6.485060299925053,3.031649823051931
multiclass_3group,pca_raw_subject,nca,1,ACLD,ACLR,282750124271982.2,258515903640706.8,1.0937436354591044
multiclass_3group,pca_raw_subject,nca,1,ACLD,HA,282750124271938.06,258515903640710.8,1.0937436354589167
multiclass_3group,pca_raw_subject,nca,1,ACLR,HA,45.12644641776087,28.003415550761538,1.6114622280971607
multiclass_3group,pca_raw_subject,nca,2,ACLD,ACLR,8.974107182698647,40.809848621007475,0.21990052612150815
multiclass_3group,pca_raw_subject,nca,2,ACLD,HA,7.352441672517787,37.74497604342579,0.1947925907823803
multiclass_3group,pca_raw_subject,nca,2,ACLR,HA,5.746841974211881,49.68778564413482,0.11565904778632939
multiclass_3group,pca_raw_subject,nca,3,ACLD,ACLR,16.9189117909145,56.80901720446838,0.2978208851953827
multiclass_3group,pca_raw_subject,nca,3,ACLD,HA,6.450853767963289,40.89670117372327,0.1577353082968965
multiclass_3group,pca_raw_subject,nca,3,ACLR,HA,23.26958955051997,53.66842581832127,0.4335806239089693
multiclass_3group,pca_raw_subject,nca,4,ACLD,ACLR,9.05189003345149,14.282843876167586,0.6337596428226393
multiclass_3group,pca_raw_subject,nca,4,ACLD,HA,13.439546281043148,18.54019937034382,0.7248868263272574
multiclass_3group,pca_raw_subject,nca,4,ACLR,HA,5.088326158613135,15.75558398620879,0.3229538278661749
multiclass_3group,pca_raw_subject,nca,5,ACLD,ACLR,2.5329392826276496,14.37821684492693,0.17616504952916656
multiclass_3group,pca_raw_subject,nca,5,ACLD,HA,30.310734660360552,14.272106678752772,2.123774390327734
multiclass_3group,pca_raw_subject,nca,5,ACLR,HA,29.303984407702828,16.521444194957972,1.7736938769944726
multiclass_3group,pca_raw_subject,rf_proba,1,ACLD,ACLR,0.19077255533279158,0.2841303536047785,0.671426170813674
multiclass_3group,pca_raw_subject,rf_proba,1,ACLD,HA,0.6147749511120842,0.26145697064163914,2.3513427452455016
multiclass_3group,pca_raw_subject,rf_proba,1,ACLR,HA,0.6358568966013343,0.31927827723853003,1.9915444987392334
multiclass_3group,pca_raw_subject,rf_proba,2,ACLD,ACLR,0.16140980003177435,0.2023887779582458,0.797523467754098
multiclass_3group,pca_raw_subject,rf_proba,2,ACLD,HA,0.8137972895193631,0.22414870921899324,3.630613320749857
multiclass_3group,pca_raw_subject,rf_proba,2,ACLR,HA,0.9321638557639054,0.17909826671189882,5.204762016281283
multiclass_3group,pca_raw_subject,rf_proba,3,ACLD,ACLR,0.1038876386293567,0.14274530225317072,0.7277832404256869
multiclass_3group,pca_raw_subject,rf_proba,3,ACLD,HA,0.6652332289671613,0.2887228756921812,2.3040544583533196
multiclass_3group,pca_raw_subject,rf_proba,3,ACLR,HA,0.5817776855853577,0.27127184667450605,2.1446297974423483
multiclass_3group,pca_raw_subject,rf_proba,4,ACLD,ACLR,0.14917580126818622,0.26194417806860276,0.5694946242673021
multiclass_3group,pca_raw_subject,rf_proba,4,ACLD,HA,0.8880916796452701,0.20835887076740428,4.262317588756118
multiclass_3group,pca_raw_subject,rf_proba,4,ACLR,HA,0.7648665965149757,0.23717441777991094,3.2249118757181625
multiclass_3group,pca_raw_subject,rf_proba,5,ACLD,ACLR,0.08057010434273505,0.25870779936833066,0.31143283866763055
multiclass_3group,pca_raw_subject,rf_proba,5,ACLD,HA,0.8209248770151457,0.2971952156114313,2.7622412269532166
multiclass_3group,pca_raw_subject,rf_proba,5,ACLR,HA,0.7411244570468998,0.33755205191761556,2.1955856965958596
multiclass_3group,pca_cycle_subject,pca,1,ACLD,ACLR,1.1799444311552185,7.325297526878191,0.161078021312545
multiclass_3group,pca_cycle_subject,pca,1,ACLD,HA,6.496319938030343,4.63078613800502,1.4028546653698435
multiclass_3group,pca_cycle_subject,pca,1,ACLR,HA,7.614331002659003,5.811760917451659,1.3101590225080584
multiclass_3group,pca_cycle_subject,pca,2,ACLD,ACLR,2.40508773389088,4.936737898176471,0.4871815728315797
multiclass_3group,pca_cycle_subject,pca,2,ACLD,HA,5.116451343048637,6.306835386797577,0.8112549367879759
multiclass_3group,pca_cycle_subject,pca,2,ACLR,HA,5.802391616594343,5.203839831958282,1.1150211774313616
multiclass_3group,pca_cycle_subject,pca,3,ACLD,ACLR,2.9497630377042587,4.13652061320276,0.7131024630432974
multiclass_3group,pca_cycle_subject,pca,3,ACLD,HA,2.500666280704439,4.629384351885146,0.5401725349691768
multiclass_3group,pca_cycle_subject,pca,3,ACLR,HA,4.021978993120329,6.385451163435408,0.6298660643042929
multiclass_3group,pca_cycle_subject,pca,4,ACLD,ACLR,2.1296869428167198,10.358556237273426,0.20559688956974712
multiclass_3group,pca_cycle_subject,pca,4,ACLD,HA,11.122132963659396,8.81785085158312,1.261320150551489
multiclass_3group,pca_cycle_subject,pca,4,ACLR,HA,9.060863977299837,4.728883647748896,1.9160682842372545
multiclass_3group,pca_cycle_subject,pca,5,ACLD,ACLR,3.3134710694808667,9.477941351953849,0.3495981823940918
multiclass_3group,pca_cycle_subject,pca,5,ACLD,HA,4.355901552077844,8.403141199882885,0.5183658644387116
multiclass_3group,pca_cycle_subject,pca,5,ACLR,HA,7.498780419609725,9.981912440108765,0.7512368461056163
multiclass_3group,pca_cycle_subject,lda,1,ACLD,ACLR,10.789191063777693,7.122385584329924,1.514828274323587
multiclass_3group,pca_cycle_subject,lda,1,ACLD,HA,5.299049545139153,5.791186100781521,0.9150197304873428
multiclass_3group,pca_cycle_subject,lda,1,ACLR,HA,8.797083341795636,7.064498500593748,1.2452523475029784
multiclass_3group,pca_cycle_subject,lda,2,ACLD,ACLR,6.322060624192126,5.703495714283637,1.1084536468326567
multiclass_3group,pca_cycle_subject,lda,2,ACLD,HA,5.397513389091296,6.888639410142127,0.7835383836675426
multiclass_3group,pca_cycle_subject,lda,2,ACLR,HA,2.7930563990279094,7.133913479360653,0.39151812074937375
multiclass_3group,pca_cycle_subject,lda,3,ACLD,ACLR,3.9288545202914045,6.18368776354377,0.6353578431715385
multiclass_3group,pca_cycle_subject,lda,3,ACLD,HA,1.6111282344760638,5.019274421085739,0.3209882742628673
multiclass_3group,pca_cycle_subject,lda,3,ACLR,HA,3.4588666536811323,6.084275935401792,0.5684927328090875
multiclass_3group,pca_cycle_subject,lda,4,ACLD,ACLR,11.107165285279859,9.024348694215547,1.2307996578633271
multiclass_3group,pca_cycle_subject,lda,4,ACLD,HA,9.42245017105074,10.755455295777587,0.876062417808555
multiclass_3group,pca_cycle_subject,lda,4,ACLR,HA,7.712319993472506,5.719240165884195,1.348486821637115
multiclass_3group,pca_cycle_subject,lda,5,ACLD,ACLR,4.992637790813965,7.830222635968596,0.6376112178317873
multiclass_3group,pca_cycle_subject,lda,5,ACLD,HA,2.7641144386868364,5.9054738776176245,0.4680597181477891
multiclass_3group,pca_cycle_subject,lda,5,ACLR,HA,7.173364096101453,9.33703077063024,0.7682703712046629
multiclass_3group,pca_cycle_subject,plsda,1,ACLD,ACLR,1.082219068723448,6.720362213186923,0.16103582431909416
multiclass_3group,pca_cycle_subject,plsda,1,ACLD,HA,6.256778408274656,4.301441342162071,1.454577177874465
multiclass_3group,pca_cycle_subject,plsda,1,ACLR,HA,7.336742447656106,5.355737239105506,1.3698846900266266
multiclass_3group,pca_cycle_subject,plsda,2,ACLD,ACLR,2.5124606063844244,4.290925697390498,0.5855288074348066
multiclass_3group,pca_cycle_subject,plsda,2,ACLD,HA,4.317056515604915,5.263617102158861,0.8201691786878427
multiclass_3group,pca_cycle_subject,plsda,2,ACLR,HA,5.361743536408258,4.398831589351667,1.2189017532263633
multiclass_3group,pca_cycle_subject,plsda,3,ACLD,ACLR,2.847756155593728,3.9889615084158803,0.7139091589591813
multiclass_3group,pca_cycle_subject,plsda,3,ACLD,HA,2.986164921766564,4.532329963097632,0.6588586766806498
